id,object,result_position,cid,internal_review_id,is_user_local_guide,lang,origin,place_id,place_name,published_at,published_at_datetime,pictures,place_average_score,review_link,response_from_owner,score,text,total_likes,total_reviews,user_name,user_link,user_internal_id,user_reviews_count,user_image_url,visited_in,zero_x,collected_at,input_url
"6759160","result","1","3153796335687916054","ChdDSUhNMG9nS0VJQ0FnSURkN0wyc2hBRRAB","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"2 weeks ago","2024-02-21 15:57:54.507813+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURkN0wyc2hBRRAB!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDd7L2shAE%7CCgwIgrvYrgYQiLmS8gE%7C?hl=en","Dear Gian Savio Libut, Thank you for taking the time to share your feedback with us regarding your recent experience. We appreciate your positive remarks about our hotel services and your kind words will surely motivate our team especially Edgar to continue providing excellent service. Thank you once again, and we look forward to welcoming you back soon. Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","Exceptional stay at TIME! From the moment we arrived, we were greeted with warmth and hospitality. The staff, especially Edgar went above and beyond to ensure our comfort throughout our entire stay. The room was immaculate, spacious, and had breathtaking views. The amenities were top-notch, and the dining options were fantastic. We can't wait to return and highly recommend this hotel to anyone visiting.","0","1855","Gian Savio Libut","https://www.google.com/maps/contrib/113069459748071929494?hl=en","113069459748071929494","1","https://lh3.googleusercontent.com/a-/ALV-UjVDdz9P8L3bcBWi8dbzb-_S04k1dk6e3g53g7ZzVQBNJt0=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:39.491958+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759161","result","2","3153796335687916054","ChdDSUhNMG9nS0VJQ0FnSURkbGJ5R3VRRRAB","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"2 weeks ago","2024-02-25 17:02:39.695017+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURkbGJ5R3VRRRAB!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDdlbyGuQE%7CCgwIr-XtrgYQqLy0ywI%7C?hl=en","Dear Rilwan2019 Mohamed, Thank you for taking the time to share with us your positive feedback. Your comments inspire us to always extend the highest level of service to our guests at all times. We'll share this with our team members, especially Chef Sumesh & Lawrence. We look forward to having the pleasure of welcoming you back soon! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","A truly luxurious experience! The dining options are diverse and exquisite, brio restaurant breakfast setup & variety of foods. The staff goes above and beyond to ensure your stay is nothing short of exceptional. Highly recommended for those seeking a lavish getaway. Thanks to Chef sumesh & Lawrence.","0","1855","Rilwan2019 Mohamed","https://www.google.com/maps/contrib/103035108993843905495?hl=en","103035108993843905495","2","https://lh3.googleusercontent.com/a/ACg8ocKJr4Sn3EIQmR7dTitQJE3qiF_cqJTRS9MVY3z6BZk_=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:39.774428+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759162","result","3","3153796335687916054","ChdDSUhNMG9nS0VJQ0FnSUN0M1BDbzVnRRAB","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"a month ago","2024-01-29 17:33:48.051462+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN0M1BDbzVnRRAB!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgICt3PCo5gE%7CCgsI_MLfrQYQ8P7EGA%7C?hl=en","Dear Mahmoud Sufyan It is always inspiring to receive positive feedback as this goes a long way in motivating our team in our aim to provide the highest quality service and facilities. We appreciate your kind words about our colleague Edgar the same will be shared to the entire team. Thank you for your review and we look forward to welcoming you back to TIME Grand Plaza Hotel! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","4","The ambiance here is always inviting and comfortable. Their staff is not only friendly but also highly skilled. I was completely impressed with professionalism and customer service delivered by one of their staff (Edgar). He was extremely efficient, pleasant and helpful from the moment we entered the hotel. Hotel price is reasonable as well. I would definitely Repeat the experience once again.","0","1855","mahmoud sufyan","https://www.google.com/maps/contrib/107879633750782291538?hl=en","107879633750782291538","2","https://lh3.googleusercontent.com/a/ACg8ocJ_m4-dp5Q14xDQj-GNruSMu1y1vWtsZctrAfqfZTGQ=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:40.017219+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759163","result","4","3153796335687916054","ChZDSUhNMG9nS0VJQ0FnSUR0bjRXLUFnEAE","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"a month ago","2024-02-08 23:28:46.737014+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR0bjRXLUFnEAE!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDtn4W-Ag%7CCgwIrseVrgYQ8OG33wI%7C?hl=en","Dear Se Vinchie We greatly appreciate you had a memorable stay with us during your Anniversary with your wife. Its nice to hear your hotel stay is worth the value plus highlighting our rooms, pool and gym and the excellent service of Edgar. Rest assured that your positive comments will be shared with our team members, which will motivate us to improve more our quality of service. It is always a pleasure to have you as our guests and we look forward to welcoming you back in the future. Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","I was on a 2 Year Anniversary trip to Dubai with my lovely wife and I cannot tell you how excellent our stay was in TIME Grand Plaza Hotel. The vibe of this place was luxurious yet still welcoming, so that feature was really nice. I don't own a mansion or the latest vehicle, but I am able to provide food on the table for my family, so the cost of this hotel was right around my alley considering there are so many benefits like the pool, gym, clean and excellent-looking rooms, and the welcoming staff. Additionally, I want to mention a specific employee who was very kind to us during our stay at TIME Grand Plaza Hotel, his name was Edgar; he was one of the highlights of our trip due to his courtesy and hospitality. To close this review, I just want to say I would totally recommend this to my relatives and anyone because I myself, would love to visit again, if possible.","0","1855","Se Vinchie","https://www.google.com/maps/contrib/109014097279366078951?hl=en","109014097279366078951","1","https://lh3.googleusercontent.com/a-/ALV-UjUwyH-5iLsl0wkCADAnwT_0lwr6jEXs_WPE97uhwMPY4g=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:40.280626+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759164","result","5","3153796335687916054","ChZDSUhNMG9nS0VJQ0FnSURkX2VYRkt3EAE","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"a week ago","2024-02-26 16:04:31.519795+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkX2VYRkt3EAE!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDd_eXFKw%7CCgwIj-3yrgYQuOLt9wE%7C?hl=en","Dear Ma. Cristina Ensano, First of all, we appreciate the time you took to complete our hotel review. We are delighted to hear that you enjoyed your stay with us. Rest assured that your positive comments will be shared with our team members, especially Edgar which will encourage them to maintain their efforts and improve our quality of service every day. It is always a pleasure to have you as our guests and we look forward to welcoming you back soon! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","I specially like to mention Concierge Edgar, very helpful and welcoming when we checked in. Our room is spacious, comfortable and clean. Other staff are also friendly and approachable. Keep it up 👍👍. By the way, breakfast are nice 🙂","0","1855","Ma. Cristina Ensano","https://www.google.com/maps/contrib/102543618621106743898?hl=en","102543618621106743898","1","https://lh3.googleusercontent.com/a-/ALV-UjVdCPJL0EQVb9Onj-frqopTXvPavJi7tVHuOBTR-8yRAA=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:40.580064+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759165","result","6","3153796335687916054","ChdDSUhNMG9nS0VJQ0FnSUMxaHEteDBnRRAB","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"2 months ago","2023-12-28 16:30:32.127827+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUMxaHEteDBnRRAB!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIC1hq-x0gE%7CCgsIqMW2rAYQuPj5PA%7C?hl=en","Dear Tareq Hasan We are very happy to read that you had a great overall experience at our hotel. We're delighted that you found your room up to your standard, gym, spa and the food. Your positive comments will also be shared with our team members most especially to Edgar. It was a pleasure having you and we look forward to welcoming you again in the future. Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","I recently stayed at the Time Grand Plaza Hotel and had a delightful experience. The staff was exceptionally welcoming specially I have to mention the name Mr Edgar, He was very helpful and kind. The room was clean and well-appointed. The hotel's central location made it convenient for exploring the city, and the amenities, including a well-equipped gym and a relaxing spa, added to the overall comfort. The on-site restaurant offered a diverse menu with delicious options. My stay was truly enjoyable, and I would highly recommend the Time Grand Plaza Hotel to fellow travelers.","0","1855","Tareq Hasan","https://www.google.com/maps/contrib/101916295784227390125?hl=en","101916295784227390125","1","https://lh3.googleusercontent.com/a/ACg8ocKFj9XMjFqhBMdPT7gOQUtxuhzqj-3KYOvBAJF_kVpP=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:40.848116+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759166","result","7","3153796335687916054","ChdDSUhNMG9nS0VJQ0FnSUNkaU96UGpnRRAB","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"a month ago","2024-02-10 14:08:58.269659+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNkaU96UGpnRRAB!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgICdiOzPjgE%7CCgwI-oaergYQ-NbKgAE%7C?hl=en","Dear Jake Alfon Lausa Thank you for sharing your memorable hotel experience with us. We are happy hear that you appreciate the excellent assistance of our colleague Edgar and highlighting the cleaned and beautiful room. It was a pleasure having you and we look forward to welcoming you again with your family and friends! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","The hotel exceeded my expectations with its exceptional service and top-notch accommodations. The staff (especially Edgar Sorita) were friendly, attentive, and went above and beyond to ensure a comfortable stay. The rooms were clean, spacious, and beautifully furnished, providing a relaxing environment to unwind after a long day. Overall, I highly recommend this hotel for its outstanding service and exceptional accommodations.","0","1855","Jake Alfon Lausa","https://www.google.com/maps/contrib/115149721072216757538?hl=en","115149721072216757538","1","https://lh3.googleusercontent.com/a-/ALV-UjUFBHkM7aElDsPTjaLac6CMdTPJHMfz3PKHC67TEOJuAg=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:41.088076+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759167","result","8","3153796335687916054","ChdDSUhNMG9nS0VJQ0FnSURkcU1tMWp3RRAB","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"2 weeks ago","2024-02-20 16:59:25.76798+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURkcU1tMWp3RRAB!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDdqMm1jwE%7CCgwI7bTTrgYQ4OOZ7gI%7C?hl=en","Dear Charmaelyn Dumasig, Thank you for taking the time to leave a positive review and we're delighted to hear that you had a good experience during your stay with us. We also appreciate how you found our staff friendly and highly skilled. We'll be sure to share it with them, especially Edgar. We look forward to welcoming you back to our hotel soon! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","The ambiance here is always inviting and comfortable. Their staff is not only friendly but also highly skilled. I was completely impressed with professionalism and customer service delivered and also thanks for Mr. Edgar for his kindness and very loyal to the guest I really appreciate his efforts as one of the employees of this hotel . Thank you and godbless 🙏☺️","0","1855","Charmaelyn Dumasig","https://www.google.com/maps/contrib/109832283391264135083?hl=en","109832283391264135083","1","https://lh3.googleusercontent.com/a-/ALV-UjX32RD8yUuKJWGQ3VdZHqMN4uKN5gbasiNIA2dzx1kQIw=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:41.324101+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759168","result","9","3153796335687916054","ChZDSUhNMG9nS0VJQ0FnSURkbGJ6YU53EAE","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"2 weeks ago","2024-02-25 17:02:40.104076+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURkbGJ6YU53EAE!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDdlbzaNw%7CCgsIsOXtrgYQ4KXQMQ%7C?hl=en","Dear Devan Raj, Thank you for sharing your experience on this platform We are very happy that you had a great experience at our hotel. We're also delighted that you found our rooms nice and clean, and great food. It was a pleasure having you and we look forward to welcoming you again! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","Perfect breakfast option. Great taste and value of money . Nice and clean rooms. Location is super. Brio restaurant is top level. Chefs are very helpful and supportive. Habil, Sumesh, Aldrin are so kind, good asset. Everything is top class.","0","1855","Devan Raj","https://www.google.com/maps/contrib/106730944664071922050?hl=en","106730944664071922050","1","https://lh3.googleusercontent.com/a-/ALV-UjWhX9sBRJMp_TDfVvjVesfSQ6689QjShRFu6l0McpeLYSo=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:41.567286+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
"6759169","result","10","3153796335687916054","ChZDSUhNMG9nS0VJQ0FnSUROMXRDNUJnEAE","f","en","Google","ChIJ6aWg20RdXz4RFlqbyg6JxCs",,"a month ago","2024-01-22 07:14:55.55729+00","","4.6","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUROMXRDNUJnEAE!2m1!1s0x0:0x2bc4890eca9b5a16!3m1!1s2@1:CIHM0ogKEICAgIDN1tC5Bg%7CCgwI76u4rQYQkKTeiQI%7C?hl=en","Dear Gemma delos Reyes, First, we appreciate the time you took to complete our hotel review. We are delighted you enjoyed your stay with us and made your vacation memorable. Please don't worry, your positive comments will be shared with our team members, especially Edgar which for sure will make him very motivated. It was a pleasure having you as our guests and we look forward to welcoming you back soon! Kind Regards, Soha Metwally General Manager, TIME Grand Plaza Hotel","5","Friendly staff, good guestroom, clean & unique."" ""had a good stay in the hotel as the staff service is attentive and responsive."" ""The room cleanliness is worth mentioning.""The staff make you feel like part of their family and give wonderful support in every need of your visit, We were very grateful for the kindness and consideration shown by the reception staff name Edgar.","0","1855","Gemma delos Reyes","https://www.google.com/maps/contrib/101289172474942461998?hl=en","101289172474942461998","1","https://lh3.googleusercontent.com/a-/ALV-UjUKqC2vF4qEqaMtWFboGNO8QPUi-6CLoEMRz0CiwmFidDCE=s120-c-rp-mo-br100",,"0x0:0x2bc4890eca9b5a16","2024-03-10 22:40:41.812751+00","https://www.google.com/maps/place/TIME+Grand+Plaza+Hotel/@25.2706274,55.3777188,17z/data=!4m11!3m10!1s0x3e5f5d44dba0a5e9:0x2bc4890eca9b5a16!5m2!4m1!1i2!8m2!3d25.2706274!4d55.3802937!9m1!1b1!16s%2Fg%2F11jdgjmfp3?entry=ttu"
